onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
8.269	0.022	saccade	n/a	414.9	137.4	n/a	474.2	138.9	2.39	175.0
8.293	0.402	fixation	n/a	466.6	140.0	974.0	n/a	n/a	n/a	n/a
8.697	0.022	saccade	n/a	465.7	140.1	n/a	519.6	140.4	2.16	162.0
8.721	0.358	fixation	n/a	512.2	137.9	977.0	n/a	n/a	n/a	n/a
9.081	0.016	saccade	n/a	512.0	138.3	n/a	551.6	134.8	1.59	131.0
9.099	0.314	fixation	n/a	558.6	136.3	1020.0	n/a	n/a	n/a	n/a
9.415	0.074	saccade	n/a	558.3	136.3	n/a	127.6	220.3	17.26	477.0
9.491	0.27	fixation	n/a	116.9	220.8	1077.0	n/a	n/a	n/a	n/a
9.763	0.024	saccade	n/a	115.4	223.0	n/a	201.5	201.3	3.47	267.0
9.789	0.246	fixation	n/a	197.4	204.1	965.0	n/a	n/a	n/a	n/a
9.852	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.856	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.037	0.022	saccade	n/a	198.5	201.9	n/a	264.1	199.8	2.6	195.0
10.061	0.188	fixation	n/a	259.2	201.2	919.0	n/a	n/a	n/a	n/a
10.251	0.02	saccade	n/a	260.5	203.2	n/a	315.4	200.3	2.19	192.0
10.273	0.282	fixation	n/a	311.5	201.7	903.0	n/a	n/a	n/a	n/a
10.557	0.026	saccade	n/a	309.5	204.2	n/a	390.8	195.1	3.28	235.0
10.585	0.168	fixation	n/a	384.0	197.3	881.0	n/a	n/a	n/a	n/a
10.755	0.026	saccade	n/a	385.9	198.7	n/a	484.3	197.2	3.94	277.0
10.783	0.268	fixation	n/a	474.7	197.7	869.0	n/a	n/a	n/a	n/a
11.053	0.008	saccade	n/a	469.7	197.9	n/a	456.3	196.2	0.54	65.0
11.063	0.192	fixation	n/a	457.9	197.6	868.0	n/a	n/a	n/a	n/a
11.257	0.024	saccade	n/a	458.8	200.0	n/a	530.8	195.5	2.89	218.0
11.283	0.282	fixation	n/a	523.2	198.9	843.0	n/a	n/a	n/a	n/a
11.567	0.022	saccade	n/a	523.9	202.8	n/a	581.2	201.7	2.27	191.0
11.591	0.452	fixation	n/a	574.5	201.8	825.0	n/a	n/a	n/a	n/a
12.045	0.064	saccade	n/a	573.5	200.9	n/a	159.5	116.5	16.68	507.0
12.111	0.098	fixation	n/a	150.4	115.7	850.0	n/a	n/a	n/a	n/a
12.211	0.022	saccade	n/a	148.9	116.0	n/a	100.2	73.7	2.54	227.0
12.235	0.216	fixation	n/a	108.2	83.3	837.0	n/a	n/a	n/a	n/a
12.453	0.022	saccade	n/a	108.4	84.5	n/a	185.8	84.2	3.02	242.0
12.477	0.236	fixation	n/a	182.9	84.9	839.0	n/a	n/a	n/a	n/a
12.715	0.02	saccade	n/a	183.1	85.8	n/a	254.7	90.9	2.84	245.0
12.737	0.128	fixation	n/a	247.5	90.1	858.0	n/a	n/a	n/a	n/a
12.867	0.026	saccade	n/a	247.3	90.6	n/a	335.2	88.0	3.52	253.0
12.895	0.154	fixation	n/a	327.3	88.8	908.0	n/a	n/a	n/a	n/a
13.051	0.022	saccade	n/a	327.6	91.7	n/a	394.4	88.9	2.69	200.0
13.075	0.294	fixation	n/a	387.3	91.1	939.0	n/a	n/a	n/a	n/a
13.371	0.024	saccade	n/a	386.0	93.5	n/a	467.5	97.0	3.28	243.0
13.397	0.27	fixation	n/a	461.4	93.3	903.0	n/a	n/a	n/a	n/a
13.436	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.44	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.669	0.062	saccade	n/a	462.8	91.8	n/a	131.4	153.0	13.33	455.0
13.733	0.274	fixation	n/a	116.5	156.0	933.0	n/a	n/a	n/a	n/a
14.009	0.022	saccade	n/a	116.9	157.2	n/a	203.8	156.2	3.4	288.0
14.033	0.242	fixation	n/a	205.5	154.7	901.0	n/a	n/a	n/a	n/a
14.277	0.026	saccade	n/a	206.1	155.5	n/a	287.3	147.7	3.24	242.0
14.305	0.244	fixation	n/a	279.5	151.3	904.0	n/a	n/a	n/a	n/a
14.551	0.022	saccade	n/a	277.6	154.2	n/a	335.3	150.6	2.32	184.0
14.575	0.206	fixation	n/a	329.4	150.8	909.0	n/a	n/a	n/a	n/a
14.783	0.04	saccade	n/a	328.6	152.1	n/a	456.7	152.2	5.14	246.0
14.825	0.182	fixation	n/a	447.8	148.2	888.0	n/a	n/a	n/a	n/a
14.98	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.009	0.044	saccade	n/a	447.9	148.6	n/a	546.6	151.6	3.95	291.0
15.055	0.128	fixation	n/a	555.7	150.6	878.0	n/a	n/a	n/a	n/a
15.185	0.064	saccade	n/a	555.5	150.5	n/a	135.6	216.8	16.75	532.0
15.251	0.366	fixation	n/a	126.4	215.0	911.0	n/a	n/a	n/a	n/a
15.619	0.04	saccade	n/a	123.5	212.5	n/a	130.8	64.7	5.93	336.0
15.661	0.242	fixation	n/a	129.0	71.7	840.0	n/a	n/a	n/a	n/a
15.905	0.026	saccade	n/a	130.2	71.4	n/a	227.5	85.4	3.86	267.0
15.933	0.192	fixation	n/a	218.5	85.8	867.0	n/a	n/a	n/a	n/a
16.127	0.026	saccade	n/a	218.8	86.4	n/a	304.6	90.5	3.43	244.0
16.155	0.18	fixation	n/a	300.2	89.8	870.0	n/a	n/a	n/a	n/a
16.337	0.024	saccade	n/a	303.1	90.5	n/a	383.5	88.2	3.24	242.0
16.363	0.336	fixation	n/a	373.4	89.6	872.0	n/a	n/a	n/a	n/a
16.701	0.042	saccade	n/a	374.2	92.8	n/a	507.7	97.9	5.37	353.0
16.745	0.44	fixation	n/a	516.7	97.2	883.0	n/a	n/a	n/a	n/a
16.956	0.0	trigger_15	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.966	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.187	0.054	saccade	n/a	514.8	95.5	n/a	299.9	182.5	9.3	448.0
17.243	0.492	fixation	n/a	287.0	187.8	967.0	n/a	n/a	n/a	n/a
17.737	0.008	saccade	n/a	285.8	193.1	n/a	292.1	202.2	0.45	58.0
17.747	0.174	fixation	n/a	291.4	199.0	1014.0	n/a	n/a	n/a	n/a
17.923	0.022	saccade	n/a	291.7	200.0	n/a	349.4	200.3	2.31	194.0
17.947	0.236	fixation	n/a	337.9	200.0	1033.0	n/a	n/a	n/a	n/a
18.185	0.028	saccade	n/a	335.8	201.9	n/a	244.7	187.7	3.69	257.0
18.215	0.27	fixation	n/a	260.3	191.2	1032.0	n/a	n/a	n/a	n/a
18.487	0.034	saccade	n/a	260.8	191.6	n/a	180.7	112.0	4.52	262.0
18.523	0.15	fixation	n/a	185.2	118.3	995.0	n/a	n/a	n/a	n/a
18.58	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.588	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.675	0.022	saccade	n/a	187.2	119.1	n/a	132.9	98.8	2.28	186.0
18.699	0.224	fixation	n/a	144.8	106.4	968.0	n/a	n/a	n/a	n/a
18.925	0.036	saccade	n/a	148.0	110.3	n/a	289.6	182.5	6.31	352.0
18.963	0.182	fixation	n/a	287.9	175.1	977.0	n/a	n/a	n/a	n/a
19.147	0.05	saccade	n/a	290.7	177.4	n/a	169.5	95.2	5.84	372.0
19.199	0.142	fixation	n/a	158.2	87.8	986.0	n/a	n/a	n/a	n/a
19.343	0.022	saccade	n/a	158.9	87.2	n/a	107.9	96.3	2.02	170.0
19.367	0.2	fixation	n/a	116.6	90.6	925.0	n/a	n/a	n/a	n/a
19.569	0.024	saccade	n/a	114.1	89.0	n/a	182.1	95.3	2.67	201.0
19.595	0.206	fixation	n/a	175.3	96.5	945.0	n/a	n/a	n/a	n/a
19.803	0.026	saccade	n/a	177.0	100.6	n/a	263.9	101.1	3.45	253.0
19.831	0.276	fixation	n/a	251.2	98.8	990.0	n/a	n/a	n/a	n/a
20.109	0.02	saccade	n/a	251.9	97.6	n/a	307.6	93.5	2.23	172.0
20.131	0.344	fixation	n/a	296.9	91.5	1026.0	n/a	n/a	n/a	n/a
20.477	0.032	saccade	n/a	296.0	90.3	n/a	183.2	93.2	4.49	253.0
20.511	0.278	fixation	n/a	195.7	97.4	1017.0	n/a	n/a	n/a	n/a
20.791	0.026	saccade	n/a	196.6	98.6	n/a	115.9	101.1	3.16	220.0
20.819	0.408	fixation	n/a	125.0	99.2	995.0	n/a	n/a	n/a	n/a
21.229	0.022	saccade	n/a	123.0	98.3	n/a	180.3	96.9	2.24	176.0
21.253	0.224	fixation	n/a	175.1	98.5	934.0	n/a	n/a	n/a	n/a
21.479	0.022	saccade	n/a	175.0	99.5	n/a	239.1	101.4	2.54	205.0
21.503	0.268	fixation	n/a	232.3	100.5	920.0	n/a	n/a	n/a	n/a
21.773	0.022	saccade	n/a	231.7	98.7	n/a	295.9	97.2	2.56	187.0
21.797	0.314	fixation	n/a	290.0	97.9	896.0	n/a	n/a	n/a	n/a
22.113	0.02	saccade	n/a	287.9	97.4	n/a	246.2	98.8	1.67	139.0
22.135	0.178	fixation	n/a	255.3	96.9	888.0	n/a	n/a	n/a	n/a
22.315	0.032	saccade	n/a	252.4	92.7	n/a	343.1	95.0	3.63	208.0
22.349	0.202	fixation	n/a	333.4	93.7	892.0	n/a	n/a	n/a	n/a
22.553	0.028	saccade	n/a	334.1	95.2	n/a	414.8	89.0	3.26	197.0
22.583	0.278	fixation	n/a	409.3	90.1	884.0	n/a	n/a	n/a	n/a
22.863	0.026	saccade	n/a	410.8	90.4	n/a	494.2	93.7	3.36	231.0
22.891	0.462	fixation	n/a	490.8	92.6	845.0	n/a	n/a	n/a	n/a
23.355	0.022	saccade	n/a	492.0	92.0	n/a	448.4	86.9	1.77	160.0
23.379	0.082	fixation	n/a	459.7	90.0	811.0	n/a	n/a	n/a	n/a
23.463	0.02	saccade	n/a	460.4	90.1	n/a	514.1	94.7	2.16	177.0
23.485	0.238	fixation	n/a	503.3	93.8	818.0	n/a	n/a	n/a	n/a
23.725	0.022	saccade	n/a	500.1	94.9	n/a	558.4	97.8	2.33	176.0
23.749	0.168	fixation	n/a	552.5	98.9	821.0	n/a	n/a	n/a	n/a
23.919	0.058	saccade	n/a	553.5	96.7	n/a	123.7	143.9	17.0	467.0
23.979	0.196	fixation	n/a	126.5	145.9	841.0	n/a	n/a	n/a	n/a
24.177	0.014	saccade	n/a	120.8	145.3	n/a	96.2	152.5	0.99	93.0
24.193	0.112	fixation	n/a	103.7	151.7	848.0	n/a	n/a	n/a	n/a
24.307	0.072	saccade	n/a	106.0	153.1	n/a	501.6	91.3	15.77	401.0
24.381	0.174	fixation	n/a	516.3	91.5	840.0	n/a	n/a	n/a	n/a
24.557	0.016	saccade	n/a	518.7	95.5	n/a	485.8	89.1	1.34	111.0
24.575	0.336	fixation	n/a	492.3	90.4	823.0	n/a	n/a	n/a	n/a
24.913	0.028	saccade	n/a	491.2	90.6	n/a	578.1	94.0	3.47	220.0
24.943	0.212	fixation	n/a	569.3	93.2	785.0	n/a	n/a	n/a	n/a
25.157	0.064	saccade	n/a	570.8	90.7	n/a	114.2	144.3	18.04	452.0
25.223	0.25	fixation	n/a	121.7	142.7	797.0	n/a	n/a	n/a	n/a
25.475	0.012	saccade	n/a	118.3	143.0	n/a	95.0	142.2	0.9	86.0
25.489	0.498	fixation	n/a	100.4	143.7	782.0	n/a	n/a	n/a	n/a
25.989	0.062	saccade	n/a	99.0	142.5	n/a	486.5	95.3	15.37	373.0
26.053	0.168	fixation	n/a	481.4	93.0	797.0	n/a	n/a	n/a	n/a
26.223	0.026	saccade	n/a	484.0	94.7	n/a	410.1	84.0	3.01	227.0
26.251	0.172	fixation	n/a	422.5	87.0	802.0	n/a	n/a	n/a	n/a
26.425	0.034	saccade	n/a	421.0	89.0	n/a	549.8	95.8	5.17	284.0
26.461	0.298	fixation	n/a	538.5	92.7	778.0	n/a	n/a	n/a	n/a
26.761	0.072	saccade	n/a	536.3	93.5	n/a	116.2	157.0	16.74	444.0
26.835	0.33	fixation	n/a	106.3	155.2	803.0	n/a	n/a	n/a	n/a
27.167	0.022	saccade	n/a	104.0	154.7	n/a	179.1	146.0	2.95	236.0
27.191	0.342	fixation	n/a	176.3	145.9	743.0	n/a	n/a	n/a	n/a
27.535	0.028	saccade	n/a	178.1	145.4	n/a	285.5	146.8	4.26	258.0
27.565	0.58	fixation	n/a	281.3	148.2	713.0	n/a	n/a	n/a	n/a
28.147	0.02	saccade	n/a	279.6	146.0	n/a	342.0	147.2	2.5	208.0
28.169	0.086	fixation	n/a	347.6	147.9	712.0	n/a	n/a	n/a	n/a
28.257	0.128	saccade	n/a	347.3	158.3	n/a	357.0	171.8	0.67	713.0
28.281	0.058	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.387	0.438	fixation	n/a	358.8	157.8	746.0	n/a	n/a	n/a	n/a
28.827	0.024	saccade	n/a	350.8	151.8	n/a	412.2	147.2	2.48	180.0
28.853	0.29	fixation	n/a	404.3	147.4	721.0	n/a	n/a	n/a	n/a
29.145	0.022	saccade	n/a	401.6	148.9	n/a	459.3	150.2	2.32	157.0
29.169	0.28	fixation	n/a	458.9	149.5	689.0	n/a	n/a	n/a	n/a
29.451	0.024	saccade	n/a	460.5	148.7	n/a	519.6	148.3	2.37	174.0
29.477	0.248	fixation	n/a	512.1	149.6	710.0	n/a	n/a	n/a	n/a
29.727	0.01	saccade	n/a	513.4	149.2	n/a	531.1	153.8	0.73	78.0
29.739	0.028	fixation	n/a	529.1	154.4	720.0	n/a	n/a	n/a	n/a
29.769	0.054	saccade	n/a	526.7	154.1	n/a	121.8	210.6	16.1	465.0
29.825	0.31	fixation	n/a	122.7	210.4	731.0	n/a	n/a	n/a	n/a
30.137	0.022	saccade	n/a	122.1	211.6	n/a	185.0	208.3	2.46	201.0
30.161	0.142	fixation	n/a	182.1	209.5	731.0	n/a	n/a	n/a	n/a
30.305	0.022	saccade	n/a	183.9	212.0	n/a	252.8	212.3	2.72	230.0
30.329	0.26	fixation	n/a	245.6	212.9	745.0	n/a	n/a	n/a	n/a
30.591	0.03	saccade	n/a	243.4	211.6	n/a	357.5	208.9	4.56	306.0
30.623	0.334	fixation	n/a	348.1	210.8	772.0	n/a	n/a	n/a	n/a
30.959	0.01	saccade	n/a	348.4	212.5	n/a	329.3	211.5	0.77	81.0
30.971	0.266	fixation	n/a	330.1	211.0	784.0	n/a	n/a	n/a	n/a
31.239	0.046	saccade	n/a	328.5	211.7	n/a	134.5	77.0	9.4	370.0
31.287	0.34	fixation	n/a	139.4	79.7	764.0	n/a	n/a	n/a	n/a
31.629	0.022	saccade	n/a	135.7	80.1	n/a	186.2	77.7	1.98	149.0
31.653	0.24	fixation	n/a	181.9	79.0	770.0	n/a	n/a	n/a	n/a
31.71	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.718	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.895	0.022	saccade	n/a	182.4	80.5	n/a	256.7	83.4	2.94	225.0
31.919	0.262	fixation	n/a	254.4	83.7	773.0	n/a	n/a	n/a	n/a
32.183	0.024	saccade	n/a	254.1	84.2	n/a	331.9	86.5	3.11	213.0
32.209	0.29	fixation	n/a	322.4	88.1	787.0	n/a	n/a	n/a	n/a
32.501	0.03	saccade	n/a	320.3	87.2	n/a	404.1	87.3	3.37	184.0
32.533	0.246	fixation	n/a	397.2	86.7	799.0	n/a	n/a	n/a	n/a
32.781	0.016	saccade	n/a	397.1	89.5	n/a	430.2	89.0	1.33	115.0
32.799	0.172	fixation	n/a	424.0	90.8	833.0	n/a	n/a	n/a	n/a
32.973	0.018	saccade	n/a	423.1	89.9	n/a	378.9	88.0	1.78	152.0
32.993	0.45	fixation	n/a	386.9	90.3	848.0	n/a	n/a	n/a	n/a
33.445	0.024	saccade	n/a	384.6	95.3	n/a	403.6	200.2	4.34	307.0
33.471	0.168	fixation	n/a	406.1	198.3	878.0	n/a	n/a	n/a	n/a
33.641	0.02	saccade	n/a	406.0	198.2	n/a	359.1	203.8	1.9	173.0
33.663	0.224	fixation	n/a	368.2	207.2	877.0	n/a	n/a	n/a	n/a
33.889	0.05	saccade	n/a	367.6	211.0	n/a	244.1	122.1	6.12	316.0
33.941	0.084	fixation	n/a	238.3	117.3	793.0	n/a	n/a	n/a	n/a
34.027	0.04	saccade	n/a	237.2	117.5	n/a	134.6	96.0	4.13	356.0
34.069	0.268	fixation	n/a	127.2	89.3	748.0	n/a	n/a	n/a	n/a
34.339	0.024	saccade	n/a	126.4	86.3	n/a	208.8	79.1	3.24	244.0
34.365	0.29	fixation	n/a	202.1	80.7	757.0	n/a	n/a	n/a	n/a
34.657	0.022	saccade	n/a	203.8	81.3	n/a	277.5	80.0	2.93	221.0
34.681	0.272	fixation	n/a	268.9	82.2	783.0	n/a	n/a	n/a	n/a
34.955	0.026	saccade	n/a	268.6	83.2	n/a	350.4	85.5	3.29	218.0
34.983	0.328	fixation	n/a	345.1	84.8	805.0	n/a	n/a	n/a	n/a
35.313	0.022	saccade	n/a	345.3	84.1	n/a	405.7	81.9	2.43	180.0
35.337	0.192	fixation	n/a	400.9	82.1	814.0	n/a	n/a	n/a	n/a
35.531	0.022	saccade	n/a	400.5	82.4	n/a	474.0	85.9	2.96	222.0
35.555	0.174	fixation	n/a	475.8	87.2	825.0	n/a	n/a	n/a	n/a
35.731	0.012	saccade	n/a	474.3	89.6	n/a	453.9	84.9	0.84	82.0
35.745	0.116	fixation	n/a	460.8	85.8	830.0	n/a	n/a	n/a	n/a
35.863	0.022	saccade	n/a	460.3	85.5	n/a	519.4	82.9	2.37	189.0
35.887	0.21	fixation	n/a	509.4	84.6	825.0	n/a	n/a	n/a	n/a
36.006	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.01	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.099	0.056	saccade	n/a	509.4	85.1	n/a	127.6	132.1	15.18	431.0
36.157	0.316	fixation	n/a	134.3	135.6	846.0	n/a	n/a	n/a	n/a
36.475	0.064	saccade	n/a	133.7	137.9	n/a	493.5	85.0	14.38	475.0
36.541	0.324	fixation	n/a	512.5	87.4	834.0	n/a	n/a	n/a	n/a
36.867	0.056	saccade	n/a	514.8	90.6	n/a	117.9	155.1	15.84	449.0
36.925	0.338	fixation	n/a	125.1	152.9	816.0	n/a	n/a	n/a	n/a
37.265	0.028	saccade	n/a	126.0	153.4	n/a	234.4	148.9	4.26	295.0
37.295	0.286	fixation	n/a	233.7	151.4	798.0	n/a	n/a	n/a	n/a
37.583	0.008	saccade	n/a	233.2	150.9	n/a	222.2	151.2	0.44	51.0
37.593	0.124	fixation	n/a	224.4	148.1	799.0	n/a	n/a	n/a	n/a
37.719	0.028	saccade	n/a	223.3	148.6	n/a	320.4	148.7	3.88	270.0
37.749	0.44	fixation	n/a	311.5	150.1	819.0	n/a	n/a	n/a	n/a
38.191	0.046	saccade	n/a	309.2	150.6	n/a	172.4	111.3	5.67	381.0
38.239	0.09	fixation	n/a	161.0	108.0	829.0	n/a	n/a	n/a	n/a
38.331	0.024	saccade	n/a	160.1	108.1	n/a	98.1	79.2	2.68	231.0
38.357	0.26	fixation	n/a	111.6	84.3	827.0	n/a	n/a	n/a	n/a
38.619	0.022	saccade	n/a	114.1	84.7	n/a	178.6	82.6	2.52	206.0
38.643	0.212	fixation	n/a	169.7	81.6	822.0	n/a	n/a	n/a	n/a
38.857	0.024	saccade	n/a	171.5	85.0	n/a	261.0	88.6	3.54	256.0
38.883	0.226	fixation	n/a	260.0	87.9	828.0	n/a	n/a	n/a	n/a
39.111	0.02	saccade	n/a	261.0	88.1	n/a	322.2	88.9	2.45	209.0
39.133	0.296	fixation	n/a	319.2	90.1	843.0	n/a	n/a	n/a	n/a
39.431	0.028	saccade	n/a	319.1	92.6	n/a	424.4	88.6	4.24	254.0
39.461	0.29	fixation	n/a	421.1	91.6	827.0	n/a	n/a	n/a	n/a
39.753	0.02	saccade	n/a	421.7	92.6	n/a	475.7	92.4	2.17	173.0
39.775	0.294	fixation	n/a	467.4	93.4	806.0	n/a	n/a	n/a	n/a
40.062	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.066	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.071	0.02	saccade	n/a	466.8	95.5	n/a	527.9	96.7	2.45	194.0
40.093	0.254	fixation	n/a	527.9	94.6	790.0	n/a	n/a	n/a	n/a
40.349	0.022	saccade	n/a	527.6	95.7	n/a	583.4	95.7	2.22	165.0
40.373	0.19	fixation	n/a	576.5	94.9	761.0	n/a	n/a	n/a	n/a
40.565	0.064	saccade	n/a	577.2	97.6	n/a	104.0	161.0	18.7	472.0
40.631	0.224	fixation	n/a	114.3	160.3	765.0	n/a	n/a	n/a	n/a
40.857	0.024	saccade	n/a	112.7	160.8	n/a	192.3	154.0	3.12	233.0
40.883	0.32	fixation	n/a	187.7	158.3	754.0	n/a	n/a	n/a	n/a
41.205	0.018	saccade	n/a	187.8	157.9	n/a	239.6	155.2	2.05	188.0
41.225	0.746	fixation	n/a	234.1	154.7	751.0	n/a	n/a	n/a	n/a
41.973	0.022	saccade	n/a	234.8	154.0	n/a	295.5	149.8	2.42	184.0
41.997	0.282	fixation	n/a	293.2	150.8	780.0	n/a	n/a	n/a	n/a
42.281	0.038	saccade	n/a	292.6	152.7	n/a	109.4	98.2	7.54	366.0
42.321	0.124	fixation	n/a	121.7	97.5	761.0	n/a	n/a	n/a	n/a
42.447	0.014	saccade	n/a	119.7	97.9	n/a	95.1	88.9	1.02	96.0
42.463	0.222	fixation	n/a	105.0	88.8	749.0	n/a	n/a	n/a	n/a
42.687	0.022	saccade	n/a	105.2	88.8	n/a	170.7	80.8	2.57	189.0
42.711	0.328	fixation	n/a	172.2	82.8	721.0	n/a	n/a	n/a	n/a
43.041	0.022	saccade	n/a	171.6	82.4	n/a	250.0	80.5	3.1	217.0
43.065	0.2	fixation	n/a	258.9	82.7	722.0	n/a	n/a	n/a	n/a
43.267	0.026	saccade	n/a	257.5	79.6	n/a	179.7	82.4	3.08	207.0
43.295	0.276	fixation	n/a	186.2	81.9	719.0	n/a	n/a	n/a	n/a
43.573	0.022	saccade	n/a	185.4	82.6	n/a	250.7	81.5	2.59	178.0
43.597	0.2	fixation	n/a	247.5	82.2	712.0	n/a	n/a	n/a	n/a
43.799	0.018	saccade	n/a	246.1	79.3	n/a	291.0	80.9	1.79	135.0
43.819	0.156	fixation	n/a	289.0	82.8	716.0	n/a	n/a	n/a	n/a
43.977	0.022	saccade	n/a	289.1	81.3	n/a	348.4	79.2	2.38	184.0
44.001	0.236	fixation	n/a	348.2	78.6	713.0	n/a	n/a	n/a	n/a
44.062	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.066	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.239	0.024	saccade	n/a	348.8	79.0	n/a	426.8	82.9	3.14	236.0
44.265	0.198	fixation	n/a	427.1	83.8	709.0	n/a	n/a	n/a	n/a
