onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
9.806	0.02	saccade	n/a	173.6	71.8	n/a	128.4	71.6	1.77	160.0
9.828	0.17	fixation	n/a	136.5	73.9	875.0	n/a	n/a	n/a	n/a
10.0	0.04	saccade	n/a	137.9	75.3	n/a	246.5	83.5	4.29	262.0
10.042	0.128	fixation	n/a	261.1	90.0	932.0	n/a	n/a	n/a	n/a
10.172	0.022	saccade	n/a	263.2	90.4	n/a	331.2	92.8	2.73	210.0
10.196	0.154	fixation	n/a	334.0	94.6	947.0	n/a	n/a	n/a	n/a
10.352	0.026	saccade	n/a	336.3	98.4	n/a	426.6	99.7	3.63	256.0
10.38	0.144	fixation	n/a	422.3	99.2	919.0	n/a	n/a	n/a	n/a
10.526	0.028	saccade	n/a	423.2	98.7	n/a	529.0	101.0	4.25	278.0
10.556	0.124	fixation	n/a	528.4	103.6	898.0	n/a	n/a	n/a	n/a
10.682	0.07	saccade	n/a	529.6	104.6	n/a	159.6	73.2	14.71	460.0
10.754	0.262	fixation	n/a	165.5	74.4	834.0	n/a	n/a	n/a	n/a
11.018	0.022	saccade	n/a	167.5	72.9	n/a	234.9	75.7	2.66	220.0
11.042	0.24	fixation	n/a	234.5	79.1	841.0	n/a	n/a	n/a	n/a
11.284	0.038	saccade	n/a	236.8	83.3	n/a	137.9	77.6	3.9	306.0
11.324	0.506	fixation	n/a	125.4	75.4	853.0	n/a	n/a	n/a	n/a
11.352	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.368	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.832	0.02	saccade	n/a	127.9	72.6	n/a	195.0	77.8	2.64	211.0
11.854	0.166	fixation	n/a	208.2	80.7	904.0	n/a	n/a	n/a	n/a
12.022	0.024	saccade	n/a	208.1	81.9	n/a	274.9	86.1	2.66	188.0
12.048	0.124	fixation	n/a	277.7	89.4	929.0	n/a	n/a	n/a	n/a
12.174	0.022	saccade	n/a	279.7	90.7	n/a	353.2	90.7	2.95	217.0
12.198	0.234	fixation	n/a	364.3	95.4	913.0	n/a	n/a	n/a	n/a
12.434	0.038	saccade	n/a	366.5	96.7	n/a	521.8	93.2	6.24	278.0
12.474	0.154	fixation	n/a	523.8	97.2	874.0	n/a	n/a	n/a	n/a
12.63	0.02	saccade	n/a	527.6	97.2	n/a	581.6	95.9	2.15	173.0
12.652	0.15	fixation	n/a	579.0	93.2	836.0	n/a	n/a	n/a	n/a
12.804	0.066	saccade	n/a	580.4	92.7	n/a	165.0	146.9	16.53	451.0
12.872	0.182	fixation	n/a	150.0	142.9	829.0	n/a	n/a	n/a	n/a
13.056	0.024	saccade	n/a	153.2	141.3	n/a	233.4	148.5	3.17	232.0
13.082	0.122	fixation	n/a	236.1	148.7	828.0	n/a	n/a	n/a	n/a
13.206	0.098	saccade	n/a	240.6	153.2	n/a	333.7	144.5	3.74	431.0
13.306	0.104	fixation	n/a	335.5	152.4	825.0	n/a	n/a	n/a	n/a
13.412	0.05	saccade	n/a	337.2	152.1	n/a	139.5	66.9	8.54	484.0
13.464	0.17	fixation	n/a	128.2	69.5	779.0	n/a	n/a	n/a	n/a
13.636	0.02	saccade	n/a	128.5	69.7	n/a	185.3	68.9	2.22	172.0
13.658	0.124	fixation	n/a	187.1	69.3	764.0	n/a	n/a	n/a	n/a
13.744	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.754	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.784	0.024	saccade	n/a	186.6	69.7	n/a	264.0	72.0	3.07	208.0
13.81	0.17	fixation	n/a	281.0	76.4	780.0	n/a	n/a	n/a	n/a
13.982	0.018	saccade	n/a	284.5	78.5	n/a	323.2	81.5	1.56	120.0
14.002	0.084	fixation	n/a	319.0	80.1	802.0	n/a	n/a	n/a	n/a
14.088	0.034	saccade	n/a	319.7	81.5	n/a	259.9	77.4	2.4	254.0
14.124	0.1	fixation	n/a	248.5	77.6	809.0	n/a	n/a	n/a	n/a
14.226	0.042	saccade	n/a	247.9	78.6	n/a	379.3	80.2	5.27	305.0
14.27	0.21	fixation	n/a	392.4	85.2	844.0	n/a	n/a	n/a	n/a
14.482	0.04	saccade	n/a	394.2	87.4	n/a	495.5	88.9	4.08	263.0
14.524	0.128	fixation	n/a	507.4	90.7	859.0	n/a	n/a	n/a	n/a
14.654	0.022	saccade	n/a	507.8	91.2	n/a	572.3	90.6	2.57	200.0
14.678	0.06	fixation	n/a	570.3	91.5	860.0	n/a	n/a	n/a	n/a
14.74	0.072	saccade	n/a	573.6	90.7	n/a	138.0	141.9	17.24	507.0
14.814	0.18	fixation	n/a	143.2	147.5	888.0	n/a	n/a	n/a	n/a
14.996	0.024	saccade	n/a	144.6	149.0	n/a	227.1	151.1	3.25	250.0
15.022	0.154	fixation	n/a	224.2	152.7	923.0	n/a	n/a	n/a	n/a
15.178	0.018	saccade	n/a	226.5	154.3	n/a	272.1	154.2	1.82	148.0
15.198	0.118	fixation	n/a	269.7	154.2	964.0	n/a	n/a	n/a	n/a
15.318	0.036	saccade	n/a	270.0	154.4	n/a	383.0	157.9	4.54	234.0
15.356	0.204	fixation	n/a	379.5	156.7	998.0	n/a	n/a	n/a	n/a
15.562	0.028	saccade	n/a	378.9	157.2	n/a	268.9	156.5	4.42	296.0
15.592	0.192	fixation	n/a	270.7	157.8	988.0	n/a	n/a	n/a	n/a
15.786	0.042	saccade	n/a	271.8	158.2	n/a	170.7	98.1	4.69	372.0
15.824	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.83	0.27	fixation	n/a	159.4	87.0	954.0	n/a	n/a	n/a	n/a
15.84	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.102	0.022	saccade	n/a	158.4	86.1	n/a	226.6	90.4	2.7	203.0
16.126	0.172	fixation	n/a	227.5	90.1	993.0	n/a	n/a	n/a	n/a
16.3	0.026	saccade	n/a	226.2	92.8	n/a	310.6	93.4	3.37	232.0
16.328	0.162	fixation	n/a	309.2	97.2	1021.0	n/a	n/a	n/a	n/a
16.492	0.036	saccade	n/a	309.4	99.6	n/a	241.2	94.1	2.74	261.0
16.53	0.23	fixation	n/a	231.9	96.7	985.0	n/a	n/a	n/a	n/a
16.762	0.038	saccade	n/a	230.0	97.3	n/a	396.1	89.6	6.65	315.0
16.802	0.292	fixation	n/a	402.5	92.3	944.0	n/a	n/a	n/a	n/a
17.096	0.02	saccade	n/a	405.9	92.8	n/a	460.4	99.1	2.21	170.0
17.118	0.15	fixation	n/a	457.1	97.7	891.0	n/a	n/a	n/a	n/a
17.216	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.224	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.27	0.112	saccade	n/a	463.0	108.1	n/a	593.0	84.5	5.27	671.0
17.312	0.0	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.384	0.144	fixation	n/a	588.0	94.2	838.0	n/a	n/a	n/a	n/a
17.53	0.074	saccade	n/a	589.3	92.2	n/a	142.5	132.8	17.63	469.0
17.606	0.202	fixation	n/a	142.7	142.2	834.0	n/a	n/a	n/a	n/a
17.81	0.024	saccade	n/a	142.6	141.0	n/a	225.7	147.0	3.28	243.0
17.836	0.158	fixation	n/a	225.4	147.2	831.0	n/a	n/a	n/a	n/a
17.996	0.026	saccade	n/a	227.2	149.0	n/a	131.0	79.1	4.72	375.0
18.024	0.196	fixation	n/a	133.7	84.3	808.0	n/a	n/a	n/a	n/a
18.222	0.018	saccade	n/a	131.8	83.4	n/a	172.6	78.3	1.61	130.0
18.242	0.086	fixation	n/a	169.9	79.2	814.0	n/a	n/a	n/a	n/a
18.33	0.028	saccade	n/a	171.6	79.7	n/a	265.8	89.0	3.75	246.0
18.36	0.16	fixation	n/a	270.1	91.2	832.0	n/a	n/a	n/a	n/a
18.504	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.516	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.522	0.02	saccade	n/a	271.7	90.8	n/a	329.6	90.2	2.32	186.0
18.544	0.172	fixation	n/a	325.5	89.0	843.0	n/a	n/a	n/a	n/a
18.718	0.03	saccade	n/a	326.0	89.3	n/a	406.9	90.9	3.26	192.0
18.75	0.166	fixation	n/a	403.2	89.4	853.0	n/a	n/a	n/a	n/a
18.918	0.054	saccade	n/a	403.8	89.9	n/a	621.2	109.0	8.7	352.0
18.974	0.146	fixation	n/a	635.0	108.8	865.0	n/a	n/a	n/a	n/a
19.122	0.18	saccade	n/a	633.6	114.4	n/a	140.4	57.4	19.4	1138.0
19.146	0.092	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.304	0.266	fixation	n/a	142.8	63.4	820.0	n/a	n/a	n/a	n/a
19.572	0.02	saccade	n/a	144.8	65.5	n/a	211.6	73.1	2.64	205.0
19.594	0.142	fixation	n/a	217.4	75.6	866.0	n/a	n/a	n/a	n/a
19.738	0.02	saccade	n/a	219.5	79.3	n/a	292.2	84.7	2.9	230.0
19.76	0.204	fixation	n/a	303.5	87.0	927.0	n/a	n/a	n/a	n/a
19.966	0.022	saccade	n/a	306.9	92.0	n/a	368.5	91.0	2.48	185.0
19.99	0.114	fixation	n/a	365.6	95.0	943.0	n/a	n/a	n/a	n/a
20.106	0.046	saccade	n/a	368.2	94.6	n/a	238.1	98.1	5.22	351.0
20.154	0.184	fixation	n/a	223.1	102.9	927.0	n/a	n/a	n/a	n/a
20.34	0.022	saccade	n/a	222.8	103.9	n/a	194.9	97.6	1.13	139.0
20.364	0.08	fixation	n/a	196.0	98.3	916.0	n/a	n/a	n/a	n/a
20.446	0.024	saccade	n/a	197.5	100.6	n/a	132.2	84.4	2.64	201.0
20.448	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.462	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.472	0.342	fixation	n/a	140.5	93.1	934.0	n/a	n/a	n/a	n/a
20.816	0.026	saccade	n/a	141.9	93.3	n/a	234.5	94.8	3.65	242.0
20.844	0.212	fixation	n/a	237.0	97.9	967.0	n/a	n/a	n/a	n/a
21.058	0.026	saccade	n/a	238.7	96.3	n/a	154.7	91.3	3.33	230.0
21.086	0.246	fixation	n/a	159.8	89.5	950.0	n/a	n/a	n/a	n/a
21.334	0.014	saccade	n/a	163.3	90.1	n/a	189.1	92.2	1.02	91.0
21.35	0.196	fixation	n/a	184.3	91.9	941.0	n/a	n/a	n/a	n/a
21.548	0.02	saccade	n/a	185.6	92.8	n/a	132.4	89.2	2.09	179.0
21.57	0.084	fixation	n/a	134.5	92.5	937.0	n/a	n/a	n/a	n/a
21.656	0.044	saccade	n/a	133.5	91.9	n/a	288.9	95.0	6.13	358.0
21.702	0.268	fixation	n/a	301.7	96.4	929.0	n/a	n/a	n/a	n/a
21.972	0.044	saccade	n/a	301.8	95.2	n/a	166.3	85.7	5.39	338.0
22.018	0.136	fixation	n/a	148.5	80.4	882.0	n/a	n/a	n/a	n/a
22.156	0.044	saccade	n/a	150.0	78.7	n/a	310.7	88.6	6.38	371.0
22.202	0.144	fixation	n/a	328.1	91.0	884.0	n/a	n/a	n/a	n/a
22.348	0.018	saccade	n/a	327.5	92.5	n/a	302.3	90.1	1.02	117.0
22.368	0.12	fixation	n/a	306.7	89.6	858.0	n/a	n/a	n/a	n/a
22.49	0.018	saccade	n/a	305.7	87.8	n/a	261.5	84.4	1.77	151.0
22.51	0.142	fixation	n/a	266.4	87.9	839.0	n/a	n/a	n/a	n/a
22.654	0.044	saccade	n/a	265.8	86.4	n/a	127.8	88.4	5.44	342.0
22.7	0.098	fixation	n/a	113.7	91.5	817.0	n/a	n/a	n/a	n/a
22.8	0.018	saccade	n/a	113.2	91.7	n/a	125.6	82.9	0.6	74.0
22.82	0.086	fixation	n/a	123.3	84.6	806.0	n/a	n/a	n/a	n/a
22.908	0.024	saccade	n/a	122.2	85.1	n/a	186.8	81.3	2.53	177.0
22.934	0.166	fixation	n/a	207.8	82.9	811.0	n/a	n/a	n/a	n/a
23.102	0.024	saccade	n/a	208.4	79.7	n/a	300.3	84.2	3.67	268.0
23.128	0.242	fixation	n/a	297.8	80.2	829.0	n/a	n/a	n/a	n/a
23.372	0.042	saccade	n/a	299.2	80.4	n/a	185.6	73.4	4.53	322.0
23.416	0.234	fixation	n/a	170.8	74.7	848.0	n/a	n/a	n/a	n/a
23.424	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.44	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.652	0.052	saccade	n/a	173.0	78.4	n/a	407.0	89.9	9.33	379.0
23.706	0.218	fixation	n/a	425.0	96.7	887.0	n/a	n/a	n/a	n/a
23.926	0.028	saccade	n/a	426.7	96.6	n/a	521.9	94.9	3.82	223.0
23.956	0.126	fixation	n/a	518.0	100.3	882.0	n/a	n/a	n/a	n/a
24.084	0.02	saccade	n/a	518.6	103.9	n/a	579.5	107.6	2.43	173.0
24.106	0.074	fixation	n/a	585.7	106.9	854.0	n/a	n/a	n/a	n/a
24.182	0.066	saccade	n/a	587.3	107.1	n/a	175.2	135.4	16.3	478.0
24.25	0.104	fixation	n/a	164.0	137.3	866.0	n/a	n/a	n/a	n/a
24.356	0.02	saccade	n/a	163.0	136.6	n/a	127.3	144.9	1.43	131.0
24.378	0.106	fixation	n/a	133.9	144.2	866.0	n/a	n/a	n/a	n/a
24.486	0.024	saccade	n/a	132.1	141.2	n/a	216.5	151.6	3.34	246.0
24.512	0.106	fixation	n/a	222.0	151.7	890.0	n/a	n/a	n/a	n/a
24.62	0.028	saccade	n/a	224.9	152.0	n/a	315.0	148.6	3.6	239.0
24.65	0.24	fixation	n/a	314.8	150.4	935.0	n/a	n/a	n/a	n/a
24.892	0.03	saccade	n/a	313.8	149.9	n/a	205.3	151.9	4.32	275.0
24.924	0.104	fixation	n/a	210.6	153.7	973.0	n/a	n/a	n/a	n/a
25.03	0.036	saccade	n/a	209.2	154.2	n/a	152.6	154.3	2.22	241.0
25.068	0.226	fixation	n/a	141.9	152.7	981.0	n/a	n/a	n/a	n/a
25.296	0.022	saccade	n/a	142.4	153.0	n/a	204.2	156.3	2.43	179.0
25.32	0.308	fixation	n/a	201.5	157.4	1001.0	n/a	n/a	n/a	n/a
25.402	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.414	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.63	0.024	saccade	n/a	201.1	159.2	n/a	125.3	116.0	3.45	284.0
25.656	0.094	fixation	n/a	129.7	117.3	992.0	n/a	n/a	n/a	n/a
25.752	0.144	saccade	n/a	129.2	117.5	n/a	145.3	68.8	2.05	943.0
25.784	0.02	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.898	0.108	fixation	n/a	145.5	75.9	953.0	n/a	n/a	n/a	n/a
26.008	0.198	saccade	n/a	146.8	76.0	n/a	142.8	63.4	0.53	1243.0
26.032	0.098	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.208	0.242	fixation	n/a	143.2	73.5	924.0	n/a	n/a	n/a	n/a
26.452	0.02	saccade	n/a	146.2	79.0	n/a	204.7	86.5	2.32	200.0
26.474	0.216	fixation	n/a	204.7	92.3	947.0	n/a	n/a	n/a	n/a
26.692	0.022	saccade	n/a	207.9	93.4	n/a	288.7	96.0	3.21	275.0
26.716	0.158	fixation	n/a	285.0	96.2	943.0	n/a	n/a	n/a	n/a
26.876	0.018	saccade	n/a	284.3	98.1	n/a	328.3	95.6	1.77	130.0
26.896	0.108	fixation	n/a	327.1	97.3	937.0	n/a	n/a	n/a	n/a
27.006	0.018	saccade	n/a	330.6	100.8	n/a	374.7	92.7	1.81	134.0
27.026	0.162	fixation	n/a	375.6	99.9	915.0	n/a	n/a	n/a	n/a
27.19	0.028	saccade	n/a	374.6	101.3	n/a	458.6	101.4	3.38	206.0
27.22	0.166	fixation	n/a	459.6	102.7	885.0	n/a	n/a	n/a	n/a
27.274	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.28	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.388	0.018	saccade	n/a	462.2	101.2	n/a	510.5	102.1	1.94	157.0
27.408	0.258	fixation	n/a	517.9	97.1	871.0	n/a	n/a	n/a	n/a
27.668	0.062	saccade	n/a	520.5	96.5	n/a	195.9	57.1	13.01	434.0
27.732	0.092	fixation	n/a	189.2	56.4	830.0	n/a	n/a	n/a	n/a
27.826	0.022	saccade	n/a	190.3	58.1	n/a	116.6	73.2	2.94	231.0
27.85	0.498	fixation	n/a	124.2	75.0	854.0	n/a	n/a	n/a	n/a
28.35	0.022	saccade	n/a	128.0	84.9	n/a	193.0	91.4	2.56	188.0
28.374	0.176	fixation	n/a	194.6	91.3	928.0	n/a	n/a	n/a	n/a
28.552	0.026	saccade	n/a	195.1	92.0	n/a	272.4	97.2	3.08	203.0
28.58	0.256	fixation	n/a	274.1	94.9	923.0	n/a	n/a	n/a	n/a
28.838	0.032	saccade	n/a	275.5	89.5	n/a	363.3	92.2	3.53	183.0
28.872	0.098	fixation	n/a	361.9	92.9	922.0	n/a	n/a	n/a	n/a
28.972	0.026	saccade	n/a	362.9	92.0	n/a	442.9	95.0	3.23	201.0
29.0	0.18	fixation	n/a	442.1	94.1	936.0	n/a	n/a	n/a	n/a
29.074	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.084	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.182	0.02	saccade	n/a	441.1	97.6	n/a	393.8	90.0	1.93	166.0
29.204	0.278	fixation	n/a	400.2	89.5	930.0	n/a	n/a	n/a	n/a
29.484	0.048	saccade	n/a	402.1	91.7	n/a	214.2	76.7	7.54	364.0
29.534	0.074	fixation	n/a	198.0	74.2	907.0	n/a	n/a	n/a	n/a
29.61	0.032	saccade	n/a	196.7	74.7	n/a	142.8	76.6	2.12	264.0
29.644	0.24	fixation	n/a	132.3	73.2	904.0	n/a	n/a	n/a	n/a
29.886	0.026	saccade	n/a	130.0	73.8	n/a	214.8	86.6	3.37	240.0
29.914	0.256	fixation	n/a	224.8	91.9	938.0	n/a	n/a	n/a	n/a
30.172	0.022	saccade	n/a	227.6	93.3	n/a	298.9	95.2	2.85	224.0
30.196	0.164	fixation	n/a	295.0	95.1	927.0	n/a	n/a	n/a	n/a
30.362	0.02	saccade	n/a	296.3	94.3	n/a	359.9	98.6	2.57	217.0
30.384	0.148	fixation	n/a	356.9	97.3	911.0	n/a	n/a	n/a	n/a
30.534	0.02	saccade	n/a	358.5	97.7	n/a	407.0	102.6	1.97	163.0
30.556	0.152	fixation	n/a	409.5	103.8	898.0	n/a	n/a	n/a	n/a
30.71	0.022	saccade	n/a	409.7	102.7	n/a	469.6	103.8	2.41	184.0
30.734	0.188	fixation	n/a	472.8	103.8	879.0	n/a	n/a	n/a	n/a
30.924	0.022	saccade	n/a	473.2	100.4	n/a	518.6	105.7	1.83	137.0
30.948	0.142	fixation	n/a	514.1	104.7	853.0	n/a	n/a	n/a	n/a
31.092	0.022	saccade	n/a	515.3	106.8	n/a	449.4	100.1	2.66	200.0
31.116	0.192	fixation	n/a	450.8	100.1	837.0	n/a	n/a	n/a	n/a
31.31	0.062	saccade	n/a	452.5	99.6	n/a	126.0	76.3	12.94	410.0
31.374	0.232	fixation	n/a	115.6	82.4	820.0	n/a	n/a	n/a	n/a
31.608	0.018	saccade	n/a	116.8	83.0	n/a	154.8	79.8	1.48	117.0
31.628	0.162	fixation	n/a	151.0	79.4	843.0	n/a	n/a	n/a	n/a
31.792	0.022	saccade	n/a	153.2	80.2	n/a	128.9	80.0	0.95	114.0
31.816	0.148	fixation	n/a	132.3	82.9	870.0	n/a	n/a	n/a	n/a
31.966	0.2	saccade	n/a	131.1	82.0	n/a	146.6	66.5	0.87	1125.0
31.992	0.092	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
