onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
31.931	0.034	saccade	n/a	460.8	83.3	n/a	554.0	84.4	3.73	345.0
31.967	0.15	fixation	n/a	561.5	83.6	760.0	n/a	n/a	n/a	n/a
32.119	0.148	saccade	n/a	561.5	86.2	n/a	440.7	94.4	4.85	459.0
32.215	0.004	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.269	0.224	fixation	n/a	442.4	83.5	770.0	n/a	n/a	n/a	n/a
32.495	0.032	saccade	n/a	436.2	81.8	n/a	351.6	45.7	3.71	337.0
32.529	0.244	fixation	n/a	347.1	44.6	759.0	n/a	n/a	n/a	n/a
32.775	0.074	saccade	n/a	347.2	51.9	n/a	358.8	608.4	21.37	662.0
32.851	0.074	fixation	n/a	364.2	580.9	790.0	n/a	n/a	n/a	n/a
32.927	0.028	saccade	n/a	362.8	564.2	n/a	331.0	527.2	1.84	240.0
32.957	0.168	fixation	n/a	329.0	520.4	802.0	n/a	n/a	n/a	n/a
33.127	0.034	saccade	n/a	326.7	517.7	n/a	416.0	519.3	3.45	366.0
33.163	0.212	fixation	n/a	429.0	525.5	728.0	n/a	n/a	n/a	n/a
33.377	0.03	saccade	n/a	429.7	526.4	n/a	490.2	527.5	2.33	271.0
33.409	0.336	fixation	n/a	497.7	526.9	690.0	n/a	n/a	n/a	n/a
33.747	0.064	saccade	n/a	500.5	524.5	n/a	366.4	64.8	18.72	507.0
33.813	0.23	fixation	n/a	370.8	56.1	710.0	n/a	n/a	n/a	n/a
34.045	0.02	saccade	n/a	372.0	50.5	n/a	421.9	43.8	2.03	205.0
34.067	0.154	fixation	n/a	418.8	45.2	721.0	n/a	n/a	n/a	n/a
34.223	0.048	saccade	n/a	417.9	44.0	n/a	562.5	42.8	5.78	442.0
34.273	0.092	fixation	n/a	558.8	46.7	724.0	n/a	n/a	n/a	n/a
34.367	0.05	saccade	n/a	558.4	47.8	n/a	293.4	52.2	10.56	500.0
34.419	0.144	fixation	n/a	285.0	55.3	777.0	n/a	n/a	n/a	n/a
34.565	0.036	saccade	n/a	285.6	56.5	n/a	371.6	44.4	3.48	400.0
34.603	0.14	fixation	n/a	386.3	46.5	781.0	n/a	n/a	n/a	n/a
34.745	0.026	saccade	n/a	386.5	49.3	n/a	426.3	56.1	1.63	224.0
34.773	0.152	fixation	n/a	432.1	55.0	781.0	n/a	n/a	n/a	n/a
34.927	0.028	saccade	n/a	432.2	55.0	n/a	486.4	58.3	2.19	323.0
34.957	0.142	fixation	n/a	495.2	57.8	781.0	n/a	n/a	n/a	n/a
35.101	0.068	saccade	n/a	494.8	60.7	n/a	327.9	502.0	18.55	726.0
35.171	0.2	fixation	n/a	330.6	496.8	841.0	n/a	n/a	n/a	n/a
35.373	0.022	saccade	n/a	329.9	498.4	n/a	360.2	520.7	1.44	163.0
35.397	0.172	fixation	n/a	356.5	517.8	833.0	n/a	n/a	n/a	n/a
35.571	0.036	saccade	n/a	357.5	518.7	n/a	454.2	520.9	3.73	368.0
35.609	0.29	fixation	n/a	471.2	523.4	777.0	n/a	n/a	n/a	n/a
35.696	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
35.71	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
35.901	0.026	saccade	n/a	473.2	525.1	n/a	356.3	517.9	4.51	326.0
35.929	0.432	fixation	n/a	365.1	522.2	762.0	n/a	n/a	n/a	n/a
36.363	0.034	saccade	n/a	365.9	523.6	n/a	455.7	527.5	3.47	323.0
36.399	0.362	fixation	n/a	467.1	527.5	758.0	n/a	n/a	n/a	n/a
36.763	0.01	saccade	n/a	463.9	523.7	n/a	443.7	528.9	0.8	88.0
36.775	0.116	fixation	n/a	441.1	527.8	756.0	n/a	n/a	n/a	n/a
36.893	0.072	saccade	n/a	440.7	524.9	n/a	418.1	80.6	17.41	507.0
36.967	0.26	fixation	n/a	418.6	72.6	754.0	n/a	n/a	n/a	n/a
37.229	0.022	saccade	n/a	418.7	71.2	n/a	480.3	44.0	2.72	274.0
37.253	0.336	fixation	n/a	473.8	62.3	746.0	n/a	n/a	n/a	n/a
37.591	0.024	saccade	n/a	477.1	79.6	n/a	357.9	43.4	5.01	423.0
37.617	0.28	fixation	n/a	367.6	46.4	783.0	n/a	n/a	n/a	n/a
37.899	0.05	saccade	n/a	365.5	48.6	n/a	143.5	62.7	8.81	423.0
37.951	0.154	fixation	n/a	137.0	65.4	855.0	n/a	n/a	n/a	n/a
38.107	0.022	saccade	n/a	137.8	66.6	n/a	213.8	55.2	3.02	268.0
38.131	0.152	fixation	n/a	205.2	57.0	865.0	n/a	n/a	n/a	n/a
38.285	0.032	saccade	n/a	204.4	59.0	n/a	278.3	51.2	2.96	389.0
38.319	0.156	fixation	n/a	290.9	53.4	837.0	n/a	n/a	n/a	n/a
38.477	0.032	saccade	n/a	290.8	57.0	n/a	223.2	64.0	2.71	275.0
38.511	0.126	fixation	n/a	216.4	68.1	832.0	n/a	n/a	n/a	n/a
38.639	0.028	saccade	n/a	216.0	69.6	n/a	185.0	74.0	1.24	198.0
38.669	0.146	fixation	n/a	178.2	75.0	831.0	n/a	n/a	n/a	n/a
38.817	0.036	saccade	n/a	179.4	77.6	n/a	291.9	59.8	4.52	434.0
38.855	0.126	fixation	n/a	308.7	58.8	830.0	n/a	n/a	n/a	n/a
38.983	0.034	saccade	n/a	309.9	62.0	n/a	379.0	65.9	2.79	297.0
39.019	0.176	fixation	n/a	387.7	61.1	819.0	n/a	n/a	n/a	n/a
39.197	0.034	saccade	n/a	388.2	61.1	n/a	479.5	60.1	3.67	403.0
39.233	0.12	fixation	n/a	494.1	61.6	784.0	n/a	n/a	n/a	n/a
39.355	0.05	saccade	n/a	497.4	61.7	n/a	312.0	56.8	7.45	402.0
39.407	0.198	fixation	n/a	303.1	60.5	805.0	n/a	n/a	n/a	n/a
39.607	0.024	saccade	n/a	304.1	59.0	n/a	237.3	66.2	2.69	232.0
39.633	0.148	fixation	n/a	247.1	66.2	822.0	n/a	n/a	n/a	n/a
39.783	0.036	saccade	n/a	245.7	67.4	n/a	360.9	57.8	4.62	443.0
39.821	0.114	fixation	n/a	375.1	57.4	802.0	n/a	n/a	n/a	n/a
39.937	0.036	saccade	n/a	375.8	57.8	n/a	495.6	60.5	4.82	450.0
39.975	0.192	fixation	n/a	508.2	63.7	769.0	n/a	n/a	n/a	n/a
40.169	0.02	saccade	n/a	507.0	64.2	n/a	462.4	64.1	1.79	186.0
40.191	0.348	fixation	n/a	470.5	64.8	765.0	n/a	n/a	n/a	n/a
40.541	0.024	saccade	n/a	474.5	67.5	n/a	546.9	64.9	2.9	266.0
40.567	0.116	fixation	n/a	540.1	67.6	783.0	n/a	n/a	n/a	n/a
40.685	0.034	saccade	n/a	540.1	68.7	n/a	613.7	66.4	2.92	352.0
40.721	0.106	fixation	n/a	622.2	69.2	787.0	n/a	n/a	n/a	n/a
40.829	0.062	saccade	n/a	621.0	67.9	n/a	132.5	108.7	19.19	602.0
40.893	0.184	fixation	n/a	127.7	116.1	845.0	n/a	n/a	n/a	n/a
41.079	0.036	saccade	n/a	127.3	118.0	n/a	212.9	120.6	3.37	397.0
41.117	0.224	fixation	n/a	223.1	120.4	863.0	n/a	n/a	n/a	n/a
41.343	0.036	saccade	n/a	220.9	118.8	n/a	334.7	133.8	4.58	426.0
41.381	0.188	fixation	n/a	349.2	137.3	854.0	n/a	n/a	n/a	n/a
41.571	0.032	saccade	n/a	351.6	141.2	n/a	200.8	107.4	6.16	407.0
41.605	0.172	fixation	n/a	209.1	121.0	852.0	n/a	n/a	n/a	n/a
41.779	0.022	saccade	n/a	207.9	128.9	n/a	262.0	134.5	2.16	220.0
41.803	0.134	fixation	n/a	256.3	134.9	859.0	n/a	n/a	n/a	n/a
41.939	0.022	saccade	n/a	256.4	130.6	n/a	347.8	144.5	3.7	332.0
41.963	0.138	fixation	n/a	336.6	141.3	860.0	n/a	n/a	n/a	n/a
42.026	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.036	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.103	0.03	saccade	n/a	335.4	142.5	n/a	195.0	114.0	5.71	400.0
42.135	0.188	fixation	n/a	202.6	116.9	840.0	n/a	n/a	n/a	n/a
42.325	0.03	saccade	n/a	202.5	118.2	n/a	147.6	115.0	2.16	238.0
42.357	0.188	fixation	n/a	144.9	121.0	844.0	n/a	n/a	n/a	n/a
42.547	0.036	saccade	n/a	146.4	124.5	n/a	315.9	136.8	6.73	560.0
42.585	0.312	fixation	n/a	336.8	137.7	834.0	n/a	n/a	n/a	n/a
42.899	0.056	saccade	n/a	337.8	150.4	n/a	394.6	567.8	16.33	642.0
42.957	0.124	fixation	n/a	399.6	580.2	836.0	n/a	n/a	n/a	n/a
43.083	0.03	saccade	n/a	401.1	579.0	n/a	473.6	546.1	3.03	328.0
43.115	0.196	fixation	n/a	480.0	540.5	819.0	n/a	n/a	n/a	n/a
43.313	0.034	saccade	n/a	479.9	534.5	n/a	558.7	527.1	3.03	328.0
43.349	0.446	fixation	n/a	573.0	527.5	754.0	n/a	n/a	n/a	n/a
43.797	0.064	saccade	n/a	574.3	524.9	n/a	373.5	107.7	18.06	528.0
43.863	0.138	fixation	n/a	381.9	102.7	777.0	n/a	n/a	n/a	n/a
44.003	0.022	saccade	n/a	383.4	99.3	n/a	313.5	54.4	3.36	307.0
44.027	0.214	fixation	n/a	323.6	54.0	764.0	n/a	n/a	n/a	n/a
44.243	0.038	saccade	n/a	323.1	53.6	n/a	125.9	68.3	7.82	410.0
44.283	0.23	fixation	n/a	130.9	74.5	821.0	n/a	n/a	n/a	n/a
44.515	0.03	saccade	n/a	129.4	80.9	n/a	184.0	74.7	2.15	275.0
44.547	0.182	fixation	n/a	196.6	76.6	841.0	n/a	n/a	n/a	n/a
44.731	0.032	saccade	n/a	195.8	75.4	n/a	254.7	72.4	2.34	318.0
44.765	0.05	fixation	n/a	265.6	75.3	834.0	n/a	n/a	n/a	n/a
44.817	0.28	saccade	n/a	263.5	82.8	n/a	380.6	101.8	4.77	922.0
44.881	0.208	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.099	0.078	fixation	n/a	378.0	148.8	823.0	n/a	n/a	n/a	n/a
45.179	0.028	saccade	n/a	377.8	132.8	n/a	243.7	174.0	5.63	417.0
45.209	0.234	fixation	n/a	252.2	159.8	821.0	n/a	n/a	n/a	n/a
45.445	0.232	saccade	n/a	284.4	168.4	n/a	400.6	145.7	4.76	424.0
45.455	0.214	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.679	0.214	fixation	n/a	401.9	138.0	764.0	n/a	n/a	n/a	n/a
45.895	0.032	saccade	n/a	400.5	121.2	n/a	497.2	117.6	3.89	381.0
45.929	0.152	fixation	n/a	506.2	106.3	731.0	n/a	n/a	n/a	n/a
46.083	0.03	saccade	n/a	507.6	96.9	n/a	583.9	98.0	3.04	360.0
46.115	0.242	fixation	n/a	594.2	93.8	725.0	n/a	n/a	n/a	n/a
46.359	0.05	saccade	n/a	594.5	88.4	n/a	149.8	152.8	17.67	586.0
46.411	0.236	fixation	n/a	146.1	151.1	785.0	n/a	n/a	n/a	n/a
46.649	0.03	saccade	n/a	145.4	149.4	n/a	214.9	148.5	2.74	314.0
46.681	0.14	fixation	n/a	226.3	142.9	817.0	n/a	n/a	n/a	n/a
46.823	0.032	saccade	n/a	227.7	136.6	n/a	291.6	142.8	2.56	325.0
46.857	0.268	fixation	n/a	298.2	136.1	808.0	n/a	n/a	n/a	n/a
47.127	0.03	saccade	n/a	298.2	129.8	n/a	361.9	131.6	2.56	292.0
47.159	0.19	fixation	n/a	364.6	132.2	785.0	n/a	n/a	n/a	n/a
47.351	0.03	saccade	n/a	364.5	131.3	n/a	421.1	138.9	2.3	268.0
47.383	0.138	fixation	n/a	429.3	134.9	757.0	n/a	n/a	n/a	n/a
47.523	0.03	saccade	n/a	428.6	132.7	n/a	502.5	133.7	2.97	312.0
47.555	0.142	fixation	n/a	507.8	134.1	726.0	n/a	n/a	n/a	n/a
47.699	0.02	saccade	n/a	508.1	137.0	n/a	573.7	137.1	2.61	249.0
47.721	0.14	fixation	n/a	563.8	137.4	710.0	n/a	n/a	n/a	n/a
47.85	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.863	0.052	saccade	n/a	564.6	138.4	n/a	154.3	188.8	16.28	518.0
47.87	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.917	0.238	fixation	n/a	157.7	185.7	759.0	n/a	n/a	n/a	n/a
48.157	0.032	saccade	n/a	156.3	181.0	n/a	235.0	192.3	3.13	282.0
48.191	0.576	fixation	n/a	242.5	194.7	751.0	n/a	n/a	n/a	n/a
48.769	0.052	saccade	n/a	243.2	200.3	n/a	416.0	559.3	15.44	586.0
48.823	0.128	fixation	n/a	420.1	562.3	712.0	n/a	n/a	n/a	n/a
48.953	0.02	saccade	n/a	422.7	559.3	n/a	426.5	519.9	1.48	143.0
48.975	0.09	fixation	n/a	433.2	524.6	716.0	n/a	n/a	n/a	n/a
49.067	0.036	saccade	n/a	433.8	525.6	n/a	528.6	525.8	3.65	364.0
49.105	0.252	fixation	n/a	544.0	528.7	698.0	n/a	n/a	n/a	n/a
49.359	0.02	saccade	n/a	546.4	532.3	n/a	577.9	535.5	1.21	136.0
49.381	0.674	fixation	n/a	577.1	536.2	681.0	n/a	n/a	n/a	n/a
50.057	0.066	saccade	n/a	576.0	532.7	n/a	247.3	193.1	18.35	658.0
50.125	0.03	fixation	n/a	244.4	192.7	747.0	n/a	n/a	n/a	n/a
50.157	0.03	saccade	n/a	244.9	191.3	n/a	192.3	61.2	5.66	352.0
50.189	0.156	fixation	n/a	189.4	60.5	730.0	n/a	n/a	n/a	n/a
50.347	0.03	saccade	n/a	189.3	55.7	n/a	142.8	65.0	1.86	218.0
50.379	0.182	fixation	n/a	137.8	70.1	751.0	n/a	n/a	n/a	n/a
50.563	0.034	saccade	n/a	136.0	72.4	n/a	215.5	60.1	3.16	356.0
50.599	0.268	fixation	n/a	228.6	60.2	770.0	n/a	n/a	n/a	n/a
50.869	0.032	saccade	n/a	227.4	61.6	n/a	289.5	52.6	2.5	318.0
50.903	0.32	fixation	n/a	299.9	57.2	779.0	n/a	n/a	n/a	n/a
51.225	0.022	saccade	n/a	300.5	62.5	n/a	210.6	77.1	3.63	322.0
51.249	0.3	fixation	n/a	220.6	101.8	752.0	n/a	n/a	n/a	n/a
51.551	0.352	saccade	n/a	144.9	163.0	n/a	229.3	142.4	3.43	313.0
51.561	0.334	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
51.905	0.168	fixation	n/a	222.8	132.1	744.0	n/a	n/a	n/a	n/a
52.075	0.044	saccade	n/a	221.9	129.4	n/a	343.3	119.6	4.86	416.0
52.121	0.166	fixation	n/a	342.0	108.0	743.0	n/a	n/a	n/a	n/a
52.289	0.03	saccade	n/a	340.9	96.2	n/a	383.6	102.2	1.74	219.0
52.321	0.158	fixation	n/a	389.2	101.9	753.0	n/a	n/a	n/a	n/a
52.481	0.004	saccade	n/a	382.4	105.7	n/a	376.7	104.8	0.23	50.0
52.487	0.558	fixation	n/a	372.5	106.6	743.0	n/a	n/a	n/a	n/a
53.047	0.028	saccade	n/a	373.9	101.3	n/a	408.3	99.6	1.39	186.0
53.077	0.38	fixation	n/a	412.4	101.4	718.0	n/a	n/a	n/a	n/a
53.459	0.024	saccade	n/a	412.4	106.6	n/a	486.7	111.9	3.0	286.0
53.485	0.166	fixation	n/a	479.8	110.3	709.0	n/a	n/a	n/a	n/a
53.653	0.032	saccade	n/a	481.0	109.0	n/a	553.3	112.1	2.89	281.0
53.687	0.12	fixation	n/a	555.5	109.1	696.0	n/a	n/a	n/a	n/a
53.809	0.03	saccade	n/a	555.7	106.5	n/a	623.3	110.9	2.68	278.0
53.841	0.204	fixation	n/a	628.0	102.9	685.0	n/a	n/a	n/a	n/a
54.047	0.024	saccade	n/a	627.9	98.4	n/a	651.9	104.6	0.97	166.0
54.073	0.148	fixation	n/a	656.4	99.4	676.0	n/a	n/a	n/a	n/a
54.223	0.036	saccade	n/a	656.4	93.9	n/a	536.9	93.1	4.71	391.0
54.261	0.198	fixation	n/a	530.9	88.8	681.0	n/a	n/a	n/a	n/a
54.461	0.014	saccade	n/a	530.3	80.6	n/a	502.4	82.2	1.12	104.0
54.477	0.116	fixation	n/a	505.9	81.0	682.0	n/a	n/a	n/a	n/a
54.595	0.034	saccade	n/a	505.6	81.3	n/a	593.0	83.3	3.48	376.0
54.631	0.156	fixation	n/a	602.9	77.2	684.0	n/a	n/a	n/a	n/a
54.789	0.054	saccade	n/a	601.9	73.0	n/a	128.6	142.1	18.77	562.0
54.845	0.216	fixation	n/a	123.1	136.6	749.0	n/a	n/a	n/a	n/a
55.063	0.034	saccade	n/a	122.7	135.0	n/a	211.5	132.0	3.48	369.0
55.099	0.198	fixation	n/a	229.9	119.6	740.0	n/a	n/a	n/a	n/a
55.299	0.032	saccade	n/a	227.9	115.5	n/a	315.8	110.5	3.51	393.0
55.333	0.114	fixation	n/a	330.9	113.5	724.0	n/a	n/a	n/a	n/a
55.449	0.034	saccade	n/a	332.5	117.9	n/a	412.7	132.3	3.28	355.0
55.485	0.156	fixation	n/a	424.8	136.5	722.0	n/a	n/a	n/a	n/a
55.643	0.03	saccade	n/a	425.5	139.3	n/a	476.7	145.7	2.08	218.0
55.675	0.132	fixation	n/a	481.2	145.3	692.0	n/a	n/a	n/a	n/a
55.809	0.032	saccade	n/a	481.5	143.6	n/a	546.9	147.9	2.62	303.0
55.843	0.162	fixation	n/a	557.8	150.4	659.0	n/a	n/a	n/a	n/a
56.007	0.05	saccade	n/a	560.9	150.7	n/a	128.5	186.0	17.05	532.0
56.059	0.17	fixation	n/a	129.1	187.3	682.0	n/a	n/a	n/a	n/a
56.231	0.032	saccade	n/a	130.6	190.9	n/a	192.4	191.7	2.42	260.0
56.265	0.216	fixation	n/a	200.1	192.2	690.0	n/a	n/a	n/a	n/a
56.483	0.032	saccade	n/a	199.6	193.4	n/a	280.0	189.0	3.2	318.0
56.517	0.16	fixation	n/a	292.5	189.5	699.0	n/a	n/a	n/a	n/a
56.679	0.032	saccade	n/a	293.8	191.7	n/a	378.4	186.6	3.4	330.0
56.713	0.188	fixation	n/a	386.4	189.8	708.0	n/a	n/a	n/a	n/a
56.903	0.032	saccade	n/a	385.6	189.0	n/a	441.7	190.9	2.25	233.0
56.937	0.142	fixation	n/a	447.8	193.7	696.0	n/a	n/a	n/a	n/a
57.081	0.03	saccade	n/a	446.6	195.3	n/a	511.0	197.6	2.58	286.0
57.113	0.28	fixation	n/a	519.2	200.8	690.0	n/a	n/a	n/a	n/a
57.395	0.028	saccade	n/a	518.1	205.6	n/a	573.0	205.9	2.18	284.0
57.425	0.202	fixation	n/a	578.1	204.8	678.0	n/a	n/a	n/a	n/a
57.629	0.02	saccade	n/a	578.1	206.1	n/a	538.8	201.9	1.57	156.0
57.651	0.152	fixation	n/a	545.1	204.2	684.0	n/a	n/a	n/a	n/a
57.805	0.05	saccade	n/a	546.8	205.6	n/a	144.7	249.4	15.93	480.0
57.857	0.26	fixation	n/a	142.2	243.6	722.0	n/a	n/a	n/a	n/a
58.119	0.032	saccade	n/a	142.0	244.3	n/a	218.3	246.9	2.99	341.0
58.153	0.14	fixation	n/a	231.4	247.2	737.0	n/a	n/a	n/a	n/a
58.295	0.052	saccade	n/a	233.6	244.5	n/a	559.9	208.5	13.0	546.0
58.349	0.248	fixation	n/a	575.0	206.5	681.0	n/a	n/a	n/a	n/a
58.599	0.024	saccade	n/a	575.2	204.6	n/a	593.3	209.5	0.74	133.0
58.625	0.454	fixation	n/a	596.5	210.6	649.0	n/a	n/a	n/a	n/a
59.081	0.056	saccade	n/a	593.9	211.9	n/a	154.6	262.6	17.35	489.0
59.139	0.186	fixation	n/a	148.5	251.2	692.0	n/a	n/a	n/a	n/a
59.327	0.042	saccade	n/a	147.0	248.1	n/a	275.3	248.2	5.05	402.0
59.371	0.136	fixation	n/a	275.1	245.4	700.0	n/a	n/a	n/a	n/a
59.509	0.034	saccade	n/a	273.4	245.9	n/a	367.0	252.7	3.75	426.0
59.545	0.14	fixation	n/a	381.3	257.8	698.0	n/a	n/a	n/a	n/a
59.687	0.032	saccade	n/a	381.0	259.5	n/a	458.3	259.3	3.09	316.0
59.721	0.116	fixation	n/a	467.6	260.0	679.0	n/a	n/a	n/a	n/a
59.839	0.034	saccade	n/a	464.9	258.5	n/a	544.8	258.7	3.18	334.0
59.875	0.17	fixation	n/a	555.7	257.2	649.0	n/a	n/a	n/a	n/a
60.047	0.05	saccade	n/a	557.4	256.6	n/a	289.1	316.8	10.9	470.0
60.099	0.22	fixation	n/a	280.7	320.6	692.0	n/a	n/a	n/a	n/a
60.321	0.034	saccade	n/a	279.6	320.8	n/a	147.3	321.2	5.17	347.0
60.357	0.152	fixation	n/a	153.9	322.0	719.0	n/a	n/a	n/a	n/a
60.511	0.032	saccade	n/a	153.8	323.6	n/a	229.5	319.0	2.96	325.0
60.545	0.144	fixation	n/a	242.4	321.3	721.0	n/a	n/a	n/a	n/a
60.691	0.03	saccade	n/a	241.7	320.6	n/a	323.0	320.6	3.21	338.0
60.723	0.088	fixation	n/a	333.3	320.2	714.0	n/a	n/a	n/a	n/a
60.813	0.138	saccade	n/a	335.7	330.9	n/a	439.9	326.0	4.15	170.0
60.865	0.0	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
60.953	0.234	fixation	n/a	445.0	327.2	688.0	n/a	n/a	n/a	n/a
61.189	0.022	saccade	n/a	444.0	320.2	n/a	483.6	322.1	1.58	169.0
61.213	0.144	fixation	n/a	480.1	318.4	676.0	n/a	n/a	n/a	n/a
61.359	0.034	saccade	n/a	479.3	319.9	n/a	550.9	315.6	2.84	318.0
61.395	0.198	fixation	n/a	558.4	309.6	652.0	n/a	n/a	n/a	n/a
61.595	0.03	saccade	n/a	559.9	306.8	n/a	483.3	310.4	3.03	290.0
61.627	0.208	fixation	n/a	479.2	313.6	667.0	n/a	n/a	n/a	n/a
61.837	0.022	saccade	n/a	478.8	313.2	n/a	424.4	315.5	2.16	185.0
61.861	0.154	fixation	n/a	431.1	316.0	676.0	n/a	n/a	n/a	n/a
62.017	0.024	saccade	n/a	431.8	318.4	n/a	305.0	321.1	5.04	399.0
62.043	0.392	fixation	n/a	298.4	323.7	700.0	n/a	n/a	n/a	n/a
62.437	0.018	saccade	n/a	298.8	325.6	n/a	355.2	320.6	2.25	192.0
62.457	0.322	fixation	n/a	348.4	322.2	707.0	n/a	n/a	n/a	n/a
62.781	0.032	saccade	n/a	351.0	325.0	n/a	434.2	320.3	3.32	342.0
62.815	0.252	fixation	n/a	449.3	323.2	692.0	n/a	n/a	n/a	n/a
63.069	0.018	saccade	n/a	449.5	320.2	n/a	481.4	313.7	1.29	143.0
63.089	0.136	fixation	n/a	477.6	317.0	671.0	n/a	n/a	n/a	n/a
